info: cargo-llvm-cov currently setting cfg(coverage); you can opt-out it by passing --no-cfg-coverage
   Compiling openlark-core v0.15.0-dev (/Users/zool/workspace/open-lark/crates/openlark-core)
request_builder/multipart_builder.rs         617                11    98.22%          24                 0   100.00%         287                 9    96.86%           0                 0         -
testing/assertions.rs                         46                 6    86.96%           6                 0   100.00%          26                 3    88.46%           0                 0         -
testing/fixtures.rs                           65                 9    86.15%           9                 2    77.78%          45                 7    84.44%           0                 0         -
testing/mock_context.rs                       44                 5    88.64%           9                 1    88.89%          34                 4    88.24%           0                 0         -
trait_system/executable_builder.rs            53                 0   100.00%           9                 0   100.00%          38                 0   100.00%           0                 0         -
trait_system/service.rs                       32                 3    90.62%           7                 1    85.71%          28                 5    82.14%           0                 0         -
utils.rs                                     125                 2    98.40%          14                 0   100.00%          71                 1    98.59%           0                 0         -
validation/core.rs                           571                10    98.25%          36                 0   100.00%         328                 3    99.09%           0                 0         -
validation/file.rs                           321                26    91.90%          12                 0   100.00%         191                13    93.19%           0                 0         -
validation/pagination.rs                     121                 3    97.52%          14                 0   100.00%          93                10    89.25%           0                 0         -
validation/password.rs                       144                 5    96.53%           5                 0   100.00%          87                 4    95.40%           0                 0         -
validation/uuid.rs                           338                11    96.75%          21                 0   100.00%         212                14    93.40%           0                 0         -
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                      15013              2328    84.49%        1178               212    82.00%        9608              1832    80.93%           0                 0         -
